Date,Open,High,Low,Close,Adj Close,Volume
2020-08-31,13.030000,13.530000,12.960000,13.000000,13.000000,3255300
2020-09-01,13.010000,13.840000,12.880000,13.570000,13.570000,5484400
2020-09-02,14.300000,14.800000,13.600000,14.450000,14.450000,12652200
2020-09-03,14.560000,14.600000,13.020000,13.580000,13.580000,7281900
2020-09-04,13.550000,14.000000,12.520000,13.850000,13.850000,6559600
2020-09-08,13.800000,15.700000,13.550000,14.200000,14.200000,12631800
2020-09-09,14.550000,15.340000,13.870000,14.460000,14.460000,9639100
2020-09-10,14.820000,15.530000,14.200000,14.910000,14.910000,14551800
2020-09-11,14.980000,16.170000,14.900000,15.180000,15.180000,18375100
2020-09-14,16.320000,17.790001,16.030001,17.389999,17.389999,26874900
2020-09-15,17.010000,18.240000,16.639999,16.740000,16.740000,18677600
2020-09-16,16.820000,17.299999,16.510000,16.629999,16.629999,5640300
2020-09-17,15.910000,16.940001,15.540000,16.270000,16.270000,5808600
2020-09-18,16.500000,17.389999,16.299999,16.900000,16.900000,5376300
2020-09-21,17.049999,17.200001,15.950000,16.430000,16.430000,5808000
2020-09-22,16.549999,16.600000,15.560000,15.730000,15.730000,5597600
2020-09-23,15.650000,15.910000,13.920000,14.060000,14.060000,11421800
2020-09-24,13.350000,13.870000,12.520000,13.000000,13.000000,14031000
2020-09-25,13.300000,14.070000,13.250000,13.750000,13.750000,6351700
2020-09-28,14.150000,14.550000,14.010000,14.300000,14.300000,4809500
2020-09-29,14.650000,14.750000,14.110000,14.430000,14.430000,3728700
2020-09-30,14.440000,14.690000,14.150000,14.420000,14.420000,3199400
2020-10-01,14.380000,15.300000,14.190000,15.050000,15.050000,4683500
2020-10-02,13.860000,14.790000,13.530000,14.350000,14.350000,4475000
2020-10-05,14.590000,14.780000,14.040000,14.250000,14.250000,4088500
2020-10-06,14.870000,15.000000,13.710000,13.900000,13.900000,7236700
2020-10-07,14.000000,14.130000,13.510000,13.700000,13.700000,3944800
2020-10-08,13.870000,14.000000,13.630000,13.940000,13.940000,2734800
2020-10-09,13.980000,14.680000,13.820000,14.600000,14.600000,4262300
2020-10-12,14.490000,14.900000,14.020000,14.130000,14.130000,4524900
2020-10-13,14.150000,14.370000,13.910000,14.160000,14.160000,3188600
2020-10-14,14.250000,14.410000,14.040000,14.320000,14.320000,2789300
2020-10-15,14.990000,15.000000,13.810000,13.980000,13.980000,7235200
2020-10-16,14.010000,14.150000,13.250000,13.420000,13.420000,5505200
2020-10-19,13.430000,13.650000,12.700000,12.850000,12.850000,5295900
2020-10-20,12.630000,12.650000,11.800000,11.850000,11.850000,8484300
2020-10-21,12.340000,12.450000,11.800000,12.270000,12.270000,9066800
2020-10-22,11.910000,11.960000,11.020000,11.210000,11.210000,9673100
2020-10-23,11.150000,11.200000,10.300000,10.320000,10.320000,9752000
2020-10-26,10.400000,10.440000,9.810000,10.000000,10.000000,7676800
2020-10-27,10.300000,10.840000,9.930000,10.000000,10.000000,8035600
2020-10-28,9.500000,10.000000,8.700000,9.150000,9.150000,8484200
2020-10-29,9.210000,9.490000,8.940000,8.960000,8.960000,4316800
2020-10-30,9.250000,10.660000,8.900000,10.140000,10.140000,21134700
2020-11-02,11.140000,12.450000,10.860000,11.310000,11.310000,35660900
2020-11-03,11.980000,12.300000,11.400000,11.650000,11.650000,12194300
2020-11-04,11.860000,11.900000,10.660000,10.920000,10.920000,10477600
2020-11-05,11.200000,11.230000,10.700000,11.010000,11.010000,5684700
2020-11-06,10.900000,10.930000,10.340000,10.860000,10.860000,5203900
2020-11-09,11.730000,14.730000,11.050000,14.340000,14.340000,38674100
2020-11-10,14.410000,15.500000,13.010000,13.880000,13.880000,17413400
2020-11-11,14.380000,14.530000,13.800000,14.000000,14.000000,6667800
2020-11-12,14.450000,15.660000,14.010000,15.010000,15.010000,20991300
2020-11-13,16.910000,18.150000,15.870000,17.440001,17.440001,34415200
2020-11-16,18.280001,18.280001,16.350000,17.100000,17.100000,16757800
2020-11-17,16.900000,17.180000,15.670000,16.430000,16.430000,14026600
2020-11-18,16.540001,17.490000,16.299999,17.010000,17.010000,11366900
2020-11-19,16.969999,17.299999,16.600000,17.000000,17.000000,9868700
2020-11-20,16.740000,16.790001,16.000000,16.299999,16.299999,11890600
2020-11-23,16.660000,16.660000,15.330000,15.970000,15.970000,16476000
2020-11-24,16.320000,16.980000,15.620000,15.970000,15.970000,10670800
2020-11-25,17.290001,21.950001,16.809999,21.610001,21.610001,62903200
2020-11-27,21.000000,23.629999,19.280001,20.680000,20.680000,28119200
