Date,Open,High,Low,Close,Adj Close,Volume
2020-08-31,41.099998,43.279999,40.299999,40.810001,40.810001,11367200
2020-09-01,40.320000,41.465000,39.119999,41.000000,41.000000,8133800
2020-09-02,40.540001,41.570000,38.209999,39.419998,39.419998,8694900
2020-09-03,39.000000,39.330002,35.549999,36.130001,36.130001,10455300
2020-09-04,36.720001,37.360001,32.799999,35.549999,35.549999,8560900
2020-09-08,46.000000,54.560001,42.439999,50.049999,50.049999,134889600
2020-09-09,49.930000,50.150002,42.310001,42.369999,42.369999,51515200
2020-09-10,38.849998,41.000000,36.750000,37.570000,37.570000,66305900
2020-09-11,35.500000,35.689999,30.781000,32.130001,32.130001,99981400
2020-09-14,30.510000,36.900002,28.750000,35.790001,35.790001,112232500
2020-09-15,33.000000,34.660000,32.060001,32.830002,32.830002,52984900
2020-09-16,30.389999,34.919998,30.250000,33.279999,33.279999,46638100
2020-09-17,32.549999,34.860001,32.500000,33.830002,33.830002,24552400
2020-09-18,34.080002,34.279999,32.770000,34.189999,34.189999,21529000
2020-09-21,24.969999,29.600000,24.049999,27.580000,27.580000,86856200
2020-09-22,27.040001,29.480000,26.670000,28.510000,28.510000,30361100
2020-09-23,28.160000,28.840000,20.610001,21.150000,21.150000,48003400
2020-09-24,18.100000,20.690001,16.150000,19.100000,19.100000,51692400
2020-09-25,19.520000,20.980000,18.820000,19.459999,19.459999,24713800
2020-09-28,19.660000,20.150000,17.879999,19.299999,19.299999,23996800
2020-09-29,18.690001,18.790001,17.510000,17.879999,17.879999,30987200
2020-09-30,18.260000,21.670000,17.930000,20.480000,20.480000,93089600
2020-10-01,21.969999,27.000000,21.780001,24.110001,24.110001,138537700
2020-10-02,22.299999,26.299999,22.090000,24.250000,24.250000,64632300
2020-10-05,24.520000,25.500000,22.770000,23.780001,23.780001,37919700
2020-10-06,24.299999,24.570000,23.080000,23.570000,23.570000,22679900
2020-10-07,23.709999,25.719999,23.700001,25.719999,25.719999,22669300
2020-10-08,26.190001,27.299999,24.219999,25.000000,25.000000,24624400
2020-10-09,25.010000,25.219999,24.010000,24.660000,24.660000,14688200
2020-10-12,24.730000,24.790001,23.700001,24.150000,24.150000,11730600
2020-10-13,23.719999,25.180000,23.700001,24.230000,24.230000,13004600
2020-10-14,24.370001,24.690001,23.740000,24.110001,24.110001,8561800
2020-10-15,23.410000,23.500000,22.719999,23.299999,23.299999,8774500
2020-10-16,22.969999,23.180000,19.500000,19.545000,19.545000,38065500
2020-10-19,20.139999,21.789000,20.080000,20.459999,20.459999,25244800
2020-10-20,20.600000,21.000000,19.879999,20.719999,20.719999,10122400
2020-10-21,22.443001,23.350000,21.100000,22.240000,22.240000,31003700
2020-10-22,22.360001,22.860001,21.700001,22.719999,22.719999,10576400
2020-10-23,23.000000,23.049999,21.950001,22.540001,22.540001,6934800
2020-10-26,22.150000,22.570000,20.709999,20.910000,20.910000,8149800
2020-10-27,21.000000,22.100000,20.870001,21.389999,21.389999,5702300
2020-10-28,20.910000,20.940001,19.330000,19.670000,19.670000,10060400
2020-10-29,19.920000,20.250000,19.219999,19.790001,19.790001,5449200
2020-10-30,19.629999,19.870001,17.860001,18.309999,18.309999,10171900
2020-11-02,18.700001,19.129999,18.350000,18.580000,18.580000,5942000
2020-11-03,18.900000,19.200001,18.730000,18.840000,18.840000,6368200
2020-11-04,18.910000,19.280001,18.360001,18.459999,18.459999,7947300
2020-11-05,19.299999,20.490000,19.020000,19.950001,19.950001,13312200
2020-11-06,19.959999,19.969999,18.610001,19.580000,19.580000,8674400
2020-11-09,20.200001,20.700001,18.570000,18.629999,18.629999,13140900
2020-11-10,18.879999,18.940001,17.590000,18.030001,18.030001,13357000
2020-11-11,18.236000,21.190001,18.020000,20.180000,20.180000,20552000
2020-11-12,19.930000,20.400000,19.110001,19.570000,19.570000,9412100
2020-11-13,19.850000,21.870001,19.320000,21.180000,21.180000,17167300
2020-11-16,22.000000,22.950001,21.020000,21.900000,21.900000,12676500
2020-11-17,22.570000,22.799999,21.309999,22.030001,22.030001,10354800
2020-11-18,22.180000,26.719999,21.850000,25.420000,25.420000,54649400
2020-11-19,26.940001,27.730000,24.870001,26.230000,26.230000,40498300
2020-11-20,26.600000,26.700001,25.030001,26.379999,26.379999,18324700
2020-11-23,26.850000,29.490000,26.680000,29.410000,29.410000,23547500
2020-11-24,32.490002,37.950001,30.590000,34.500000,34.500000,62283800
2020-11-25,29.010000,31.950001,28.500000,30.240000,30.240000,38491700
2020-11-27,29.570000,31.450001,27.110001,27.930000,27.930000,21019000
2020-11-30,22.110001,23.000000,20.155001,20.410000,20.410000,93255400
2020-12-01,18.320000,19.150000,16.670000,17.370001,17.370001,71563400
2020-12-02,17.469999,19.299999,17.420000,18.320000,18.320000,31588600
2020-12-03,18.600000,19.049999,17.660000,18.980000,18.980000,21101600
2020-12-04,19.167999,19.200001,18.230000,18.879999,18.879999,12582200
2020-12-07,18.660000,19.379999,18.299999,18.440001,18.440001,15432200
2020-12-08,18.700001,19.379999,18.580000,18.920000,18.920000,14646800
2020-12-09,19.230000,19.583000,17.830000,18.309999,18.309999,14672000
2020-12-10,17.950001,18.590000,17.750000,18.570000,18.570000,10620400
2020-12-11,18.100000,18.334999,17.360001,17.620001,17.620001,14935900
2020-12-14,17.790001,17.830000,16.370001,16.410000,16.410000,19564100
2020-12-15,16.709999,16.879999,16.010000,16.480000,16.480000,17976400
2020-12-16,16.917000,17.430000,16.370001,17.000000,17.000000,14428500
2020-12-17,17.250000,17.299999,16.719999,17.219999,17.219999,8260300
2020-12-18,17.170000,17.205000,16.775000,17.080000,17.080000,8818800
2020-12-21,16.500000,17.049999,16.420000,17.020000,17.020000,10156900
2020-12-22,16.700001,16.889999,16.315001,16.830000,16.830000,8919300
2020-12-23,15.550000,15.600000,15.000000,15.030000,15.030000,31160100
2020-12-24,15.180000,15.200000,13.510000,13.750000,13.750000,25430400
2020-12-28,13.830000,16.549999,13.750000,16.405001,16.405001,44320500
2020-12-29,16.709999,17.129999,15.520000,16.129999,16.129999,26139200
2020-12-30,16.209999,16.299999,15.530000,15.980000,15.980000,13749100
2020-12-31,15.795000,15.830000,15.000000,15.260000,15.260000,14068100
2021-01-04,15.500000,16.170000,15.000000,16.080000,16.080000,11313400
2021-01-05,15.860000,16.250000,15.610000,16.030001,16.030001,7925900
2021-01-06,16.200001,16.900000,16.030001,16.200001,16.200001,11702600
2021-01-07,16.895000,17.879999,16.709999,17.820000,17.820000,19816400
2021-01-08,18.799999,18.840000,17.610001,17.750000,17.750000,17800300
2021-01-11,17.379999,17.530001,16.850000,17.080000,17.080000,10799300
2021-01-12,17.219999,18.760000,17.209999,18.719999,18.719999,16441500
2021-01-13,19.330000,22.629000,19.040001,20.049999,20.049999,61262200
2021-01-14,20.370001,21.920000,19.570000,21.309999,21.309999,22353700
2021-01-15,20.799999,21.450001,19.600000,19.740000,19.740000,15385200
2021-01-19,20.039000,20.780001,19.719999,20.290001,20.290001,12796300
2021-01-20,20.389999,20.680000,18.760000,19.510000,19.510000,15335000
2021-01-21,19.440001,20.260000,19.240000,19.940001,19.940001,8919600
2021-01-22,19.709999,20.480000,19.540001,20.120001,20.120001,7461400
2021-01-25,20.469999,22.549999,20.059999,20.740000,20.740000,20539100
2021-01-26,21.139999,26.030001,21.139999,25.639999,25.639999,51896100
2021-01-27,25.049999,30.400000,24.650000,28.580000,28.580000,42130300
2021-01-28,27.250000,28.340000,22.700001,23.180000,23.180000,27203200
2021-01-29,24.750000,24.830000,22.799999,23.090000,23.090000,14010800
2021-02-01,24.049999,24.400000,22.120001,23.510000,23.510000,13861900
2021-02-02,23.740000,23.969999,22.559999,23.000000,23.000000,8487200
2021-02-03,23.090000,24.980000,23.010000,24.430000,24.430000,12034600
2021-02-04,24.459999,25.225000,23.820000,24.420000,24.420000,8250700
2021-02-05,24.750000,24.920000,23.000000,23.600000,23.600000,8481300
2021-02-08,23.510000,23.980000,23.170000,23.500000,23.500000,7934000
2021-02-09,23.124001,23.320000,22.260000,22.900000,22.900000,13070600
2021-02-10,22.770000,24.139999,22.430000,22.969999,22.969999,9963800
2021-02-11,23.059999,23.440001,22.059999,22.620001,22.620001,7165700
2021-02-12,22.299999,22.360001,21.622999,21.830000,21.830000,7128600
2021-02-16,22.059999,23.080000,21.850000,21.940001,21.940001,8671700
2021-02-17,21.719999,21.799999,20.799999,21.719999,21.719999,7738700
2021-02-18,20.950001,21.450001,20.219999,20.360001,20.360001,7672900
2021-02-19,20.559999,21.580000,20.410000,21.360001,21.360001,6196600
2021-02-22,21.040001,22.040001,20.809999,20.920000,20.920000,5995900
2021-02-23,19.959999,20.000000,18.090000,19.690001,19.690001,9937400
2021-02-24,19.924999,21.170000,19.750000,21.160000,21.160000,6269400
2021-02-25,21.129999,21.400000,19.500000,19.719999,19.719999,8679800
2021-02-26,19.490000,19.559999,17.799999,18.100000,18.100000,15403400
2021-03-01,18.520000,18.915001,18.100000,18.120001,18.120001,10319600
2021-03-02,18.469999,18.959999,17.855000,17.889999,17.889999,9813600
2021-03-03,18.030001,18.260000,16.520000,16.540001,16.540001,14047500
2021-03-04,16.450001,16.870001,15.280000,16.030001,16.030001,15462600
2021-03-05,16.170000,16.180000,14.050000,14.900000,14.900000,18922500
2021-03-08,15.145000,15.680000,14.500000,14.620000,14.620000,11866400
2021-03-09,15.350000,16.170000,15.080000,15.850000,15.850000,11597000
2021-03-10,16.459999,16.530001,15.579000,16.000000,16.000000,11132000
2021-03-11,16.410000,17.190001,16.108000,17.094999,17.094999,10678100
2021-03-12,16.510000,17.059999,16.260000,17.020000,17.020000,6753900
2021-03-15,17.070000,17.370001,16.555000,17.059999,17.059999,8127300
